duration (s),mode,map,score,kills,deaths,k/d,assists,headshots,accuracy (%),avg kill dist (m),fave weapon,fave rig,fave trait,win?
529,1,1,2,7,7,1,1,1,0.247,14.2,1,3,3,0
529,1,1,2,3,7,0.43,0,0,0.204,5.6m,1,1,1,0
529,1,1,2,3,6,0.5,2,0,0.355,12.6,0,2,2,0
529,1,1,2,4,7,0.57,1,0,0.164,23.0,0,0,0,0
529,1,1,6,7,6,1.17,3,1,0.238,25.4,0,4,4,1
529,1,1,6,11,3,3.67,4,2,0.348,23.1,2,0,0,1
529,1,1,6,6,3,2,1,1,0.194,13.7,3,3,3,1
529,1,1,6,3,6,0.5,2,0,0.25,11.9,3,1,1,1
706,1,0,4,7,7,1,0,0,0.331,18.8,1,1,1,0
706,1,0,4,7,8,0.88,4,0,0.209,24.6,0,2,2,0
706,1,0,4,6,6,1,2,0,0.134,12.4,1,0,0,0
706,1,0,4,5,9,0.56,2,1,0.254,10.1,1,3,3,0
706,1,0,6,4,7,0.57,2,1,0.187,16.0,1,2,2,1
706,1,0,6,9,6,1.5,1,1,0.278,21.4,0,0,0,1
706,1,0,6,8,7,1.14,1,1,0.204,22.7,0,3,3,1
706,1,0,6,9,6,1.5,2,2,0.161,19.2,0,1,1,1
697,0,3,250,18,23,0.78,11,1,0.205,21.8,0,1,1,1
697,0,3,250,29,18,1.61,5,1,0.272,21.3,0,0,0,1
697,0,3,250,22,25,0.88,5,2,0.07,16.3,1,2,2,1
697,0,3,250,31,18,1.72,8,1,0.239,12.9,3,3,3,1
697,0,3,227,27,27,1,10,1,0.26,20.0,0,2,2,0
697,0,3,227,19,26,0.73,6,1,0.182,11.8,1,3,3,0
697,0,3,227,22,21,1.05,9,2,0.206,18.0,1,1,1,0
697,0,3,227,16,26,0.62,7,3,0.217,15.9,3,0,0,0
626,0,3,250,25,18,1.39,6,3,0.211,14.2,3,3,3,1
626,0,3,250,25,14,1.79,8,0,0.224,14.7,3,1,1,1
626,0,3,250,22,19,1.16,8,2,0.235,18.4,0,0,0,1
626,0,3,250,15,24,0.62,11,2,0.181,22.0,1,2,2,1
626,0,3,163,16,23,0.7,9,0,0.183,13.3,1,2,2,0
626,0,3,163,24,22,1.09,6,3,0.22,11.2,3,1,1,0
626,0,3,163,18,22,0.82,8,4,0.105,15.7,1,0,0,0
626,0,3,163,16,20,0.8,6,1,0.186,21.3,0,3,3,0
539,1,5,3,8,5,1.6,1,0,0.215,14.4,0,1,1,0
539,1,5,3,4,7,0.57,4,1,0.224,9.2m,0,0,0,0
539,1,5,3,3,8,0.38,1,1,0.032,8.7m,3,2,2,0
539,1,5,3,6,7,0.86,0,0,0.178,9.2m,3,3,3,0
539,1,5,6,6,3,2,1,0,0.183,18.2,0,2,2,1
539,1,5,6,6,6,1,2,1,0.191,12.1,3,3,3,1
539,1,5,6,7,7,1,2,0,0.326,11.9,3,1,1,1
539,1,5,6,8,6,1.33,2,2,0.227,11.5,1,0,0,1
666,0,3,236,20,22,0.91,6,2,0.234,15.9,1,3,3,0
666,0,3,236,14,24,0.58,7,0,0.22,20.4,0,2,2,0
666,0,3,236,18,24,0.75,4,0,0.282,15.5,1,0,0,0
666,0,3,236,18,21,0.86,4,2,0.236,16.5,1,1,1,0
666,0,3,250,28,18,1.56,9,1,0.172,17.2,0,2,2,1
666,0,3,250,28,17,1.65,6,0,0.221,14.8,1,1,1,1
666,0,3,250,14,18,0.78,12,1,0.154,12.9,0,0,0,1
666,0,3,250,20,17,1.18,8,2,0.237,23.4,0,3,3,1
594,0,3,152,15,22,0.68,4,3,0.178,19.8,1,1,1,0
594,0,3,152,20,21,0.95,3,3,0.241,18.6,0,0,0,0
594,0,3,152,14,26,0.54,4,2,0.227,13.9,3,3,3,0
594,0,3,152,15,21,0.71,8,0,0.212,14.1,1,2,2,0
594,0,3,250,24,16,1.5,5,0,0.293,14.7,1,1,1,1
594,0,3,250,23,18,1.28,6,3,0.226,18.8,1,2,2,1
594,0,3,250,21,19,1.11,8,0,0.228,10.7,3,0,0,1
594,0,3,250,22,11,2,4,0,0.249,18.7,1,3,3,1
484,1,5,1,3,6,0.5,2,0,0.199,8.8m,3,3,3,0
484,1,5,1,2,6,0.33,2,0,0.169,11.7,3,1,1,0
484,1,5,1,3,6,0.5,4,0,0.198,23.0,0,0,0,0
484,1,5,1,3,7,0.43,0,0,0.182,8.8m,3,2,2,0
484,1,5,6,3,4,0.75,2,0,0.189,11.5,1,0,0,1
484,1,5,6,6,2,3,0,2,0.256,13.3,3,1,1,1
484,1,5,6,8,3,2.67,1,1,0.151,8.8m,0,2,2,1
484,1,5,6,8,3,2.67,1,0,0.188,9.1m,1,3,3,1
490,1,5,6,14,3,4.67,5,2,0.25,13.0,3,3,3,1
490,1,5,6,4,4,1,3,0,0.205,12.6,1,4,4,1
490,1,5,6,4,5,0.8,1,0,0.163,11.4,3,0,0,1
490,1,5,6,3,6,0.5,2,0,0.18,8.9m,3,1,1,1
490,1,5,2,5,7,0.71,3,0,0.179,14.9,3,2,2,0
490,1,5,2,5,6,0.83,3,0,0.215,6.4m,3,1,1,0
490,1,5,2,5,6,0.83,0,0,0.148,15.8,3,0,0,0
490,1,5,2,3,6,0.5,3,0,0.189,26.1,0,3,3,0
718,2,6,12,32,25,1.28,7,2,0.247,22.0,0,1,1,1
718,2,6,12,23,22,1.05,7,2,0.223,15.5,1,0,0,1
718,2,6,12,19,29,0.66,11,0,0.056,15.5,1,2,2,1
718,2,6,12,19,30,0.63,6,3,0.259,16.0,3,4,4,1
718,2,6,12,25,22,1.14,12,2,0.234,20.3,0,2,2,0
718,2,6,12,32,26,1.23,14,2,0.227,17.1,1,3,3,0
718,2,6,12,24,20,1.2,8,2,0.212,16.3,3,4,4,0
718,2,6,12,25,25,1,8,4,0.214,11.8,3,0,0,0
693,1,5,3,8,7,1.14,1,1,0.196,11.4,1,1,1,0
693,1,5,3,6,6,1,0,0,0.215,19.9,0,0,0,0
693,1,5,3,6,7,0.86,3,0,0.246,15.8,3,3,3,0
693,1,5,3,5,6,0.83,5,0,0.153,10.2,1,2,2,0
693,1,5,6,6,7,0.86,1,0,0.258,19.4,1,1,1,1
693,1,5,6,7,5,1.4,3,0,0.253,9.8m,1,2,2,1
693,1,5,6,6,7,0.86,0,0,0.188,14.6,1,0,0,1
693,1,5,6,6,6,1,1,1,0.225,13.6,3,3,3,1
626,2,6,8,26,18,1.44,6,1,0.268,14.9,3,3,3,1
626,2,6,8,21,25,0.84,12,3,0.217,11.5,3,1,1,1
626,2,6,8,29,20,1.45,10,2,0.292,21.6,0,0,0,1
626,2,6,8,21,22,0.95,8,2,0.252,15.9,1,4,4,1
626,2,6,3,23,24,0.96,7,2,0.255,12.6,3,0,0,0
626,2,6,3,19,25,0.76,12,0,0.206,11.7,3,1,1,0
626,2,6,3,24,24,1,8,1,0.12,20.7,0,4,4,0
626,2,6,3,19,24,0.79,6,0,0.254,16.7,1,2,2,0
625,2,6,9,31,21,1.48,10,2,0.206,13.8,1,3,3,1
625,2,6,9,20,22,0.91,14,0,0.247,19.5,0,4,4,1
625,2,6,9,30,21,1.43,8,1,0.275,19.1,1,0,0,1
625,2,6,9,22,25,0.88,7,0,0.323,12.8,3,1,1,1
625,2,6,2,20,27,0.74,9,0,0.199,16.5,1,4,4,0
625,2,6,2,18,27,0.67,10,2,0.22,12.1,3,1,1,0
625,2,6,2,28,21,1.33,13,1,0.197,18.3,1,0,0,0
625,2,6,2,23,28,0.82,16,3,0.214,13.6,1,3,3,0
707,0,1,250,30,30,1,14,1,0.226,22.1,0,1,1,1
707,0,1,250,33,23,1.43,11,2,0.215,14.7,1,0,0,1
707,0,1,250,32,35,0.91,14,1,0.086,14.9,1,2,2,1
707,0,1,250,34,27,1.26,11,1,0.252,15.9,3,3,3,1
707,0,1,178,31,33,0.94,12,6,0.252,21.8,0,2,2,0
707,0,1,178,30,36,0.83,14,1,0.205,17.8,1,3,3,0
707,0,1,178,27,27,1,9,1,0.193,17.5,1,1,1,0
707,0,1,178,27,33,0.82,7,0,0.201,11.8,3,0,0,0
625,2,6,11,19,24,0.79,10,3,0.175,12.1,1,1,1,1
625,2,6,11,24,25,0.96,10,3,0.324,21.2,0,0,0,1
625,2,6,11,33,26,1.27,7,1,0.291,15.2,3,4,4,1
625,2,6,11,28,25,1.12,7,0,0.241,13.2,3,2,2,1
625,2,6,4,25,25,1,6,0,0.27,21.2,0,1,1,0
625,2,6,4,25,25,1,9,3,0.251,17.7,1,4,4,0
625,2,6,4,19,29,0.66,10,1,0.232,13.2,1,0,0,0
625,2,6,4,31,25,1.24,8,0,0.264,13.4,3,3,3,0
733,0,1,250,32,26,1.23,10,1,0.233,13.2,3,3,3,1
733,0,1,250,31,30,1.03,9,2,0.214,9.7m,3,1,1,1
733,0,1,250,34,29,1.17,15,4,0.238,18.8,0,0,0,1
733,0,1,250,25,32,0.78,13,1,0.179,15.2,1,2,2,1
733,0,1,227,27,35,0.77,13,0,0.227,16.3,3,2,2,0
733,0,1,227,23,29,0.79,11,1,0.178,13.7,3,1,1,0
733,0,1,227,33,28,1.18,9,1,0.11,16.3,1,0,0,0
733,0,1,227,34,30,1.13,8,4,0.205,23.7,0,3,3,0
625,0,1,250,29,21,1.38,6,1,0.237,19.6,1,3,3,1
625,0,1,250,28,27,1.04,10,3,0.216,18.1,0,2,2,1
625,0,1,250,22,25,0.88,12,0,0.242,15.1,1,0,0,1
625,0,1,250,26,22,1.18,6,2,0.195,10.8,3,1,1,1
625,0,1,123,28,23,1.22,14,1,0.161,23.8,0,2,2,0
625,0,1,123,15,27,0.56,5,1,0.203,12.1,3,1,1,0
625,0,1,123,24,26,0.92,9,1,0.182,14.7,1,0,0,0
625,0,1,123,28,29,0.97,9,0,0.247,18.9,0,3,3,0
658,0,1,144,20,32,0.62,9,3,0.155,15.0,1,1,1,0
658,0,1,144,21,29,0.72,10,1,0.23,18.6,0,0,0,0
658,0,1,144,19,34,0.56,7,1,0.212,13.1,3,3,3,0
658,0,1,144,27,27,1,5,1,0.217,14.1,1,2,2,0
658,0,1,250,29,24,1.21,9,2,0.204,21.5,0,1,1,1
658,0,1,250,27,23,1.17,11,4,0.186,16.4,1,2,2,1
658,0,1,250,27,24,1.12,16,4,0.249,10.9,1,0,0,1
658,0,1,250,39,16,2.44,7,1,0.272,11.9,3,3,3,1
614,1,0,1,6,6,1,3,1,0.149,15.9,0,2,2,0
614,1,0,1,4,6,0.67,1,0,0.183,7.8m,0,1,1,0
614,1,0,1,2,7,0.29,2,0,0.167,6.9m,3,0,0,0
614,1,0,1,3,6,0.5,1,0,0.138,19.7,0,3,3,0
614,1,0,6,3,4,0.75,1,0,0.176,16.7,0,3,3,1
614,1,0,6,11,3,3.67,0,1,0.217,18.7,1,0,0,1
614,1,0,6,5,5,1,2,1,0.248,15.7,0,2,2,1
614,1,0,6,6,3,2,1,0,0.228,16.1,0,1,1,1
863,1,0,4,8,7,1.14,2,0,0.245,12.8,0,2,2,0
863,1,0,4,6,9,0.67,2,1,0.248,22.3,1,1,1,0
863,1,0,4,4,7,0.57,1,0,0.124,22.2,0,3,3,0
863,1,0,4,4,9,0.44,3,0,0.152,12.5,1,0,0,0
863,1,0,6,6,6,1,3,2,0.152,19.1,0,3,3,1
863,1,0,6,5,7,0.71,2,0,0.132,12.9,1,0,0,1
863,1,0,6,10,5,2,5,2,0.199,17.7,0,2,2,1
863,1,0,6,11,4,2.75,3,0,0.207,16.7,0,1,1,1
568,1,0,2,5,7,0.71,2,0,0.169,19.7,0,2,2,0
568,1,0,2,6,6,1,1,0,0.207,16.9,0,1,1,0
568,1,0,2,3,6,0.5,2,0,0.23,19.8,3,0,0,0
568,1,0,2,3,7,0.43,1,1,0.183,21.9,1,3,3,0
568,1,0,6,2,5,0.4,2,0,0.153,19.6,0,2,2,1
568,1,0,6,6,3,2,0,0,0.228,21.9,1,1,1,1
568,1,0,6,7,3,2.33,2,0,0.197,17.5,0,3,3,1
568,1,0,6,11,6,1.83,2,0,0.142,39.1,0,0,0,1
574,0,0,250,23,22,1.05,6,2,0.275,24.2,0,1,1,1
574,0,0,250,23,14,1.64,4,1,0.192,17.1,1,0,0,1
574,0,0,250,18,23,0.78,10,1,0.152,21.8,0,2,2,1
574,0,0,250,17,17,1,10,1,0.188,15.8,1,3,3,1
574,0,0,177,26,16,1.62,2,3,0.254,17.6,0,3,3,0
574,0,0,177,15,22,0.68,11,2,0.169,15.3,1,0,0,0
574,0,0,177,18,22,0.82,5,1,0.267,20.3,0,2,2,0
574,0,0,177,17,21,0.81,6,1,0.234,24.4,0,1,1,0
466,0,0,108,14,12,1.17,7,3,0.183,21.1,0,1,1,0
466,0,0,108,12,17,0.71,7,1,0.198,23.8,0,2,2,0
466,0,0,108,21,16,1.31,2,3,0.195,20.6,1,0,0,0
466,0,0,108,4,23,0.17,7,1,0.172,13.5,1,3,3,0
466,0,0,250,20,12,1.67,8,0,0.268,19.1,0,1,1,1
466,0,0,250,12,12,1,8,0,0.247,20.7,0,2,2,1
466,0,0,250,12,15,0.8,3,1,0.218,12.3,1,3,3,1
466,0,0,250,24,12,2,3,0,0.2,18.6,1,0,0,1
671,1,5,3,5,8,0.62,2,0,0.158,20.6,0,1,1,0
671,1,5,3,5,6,0.83,3,1,0.106,14.6,0,0,0,0
671,1,5,3,7,8,0.88,2,2,0.215,14.6,0,2,2,0
671,1,5,3,4,7,0.57,3,0,0.301,12.0,3,3,3,0
671,1,5,6,12,4,3,1,0,0.204,15.2,1,3,3,1
671,1,5,6,4,6,0.67,4,0,0.174,19.1,1,0,0,1
671,1,5,6,6,4,1.5,3,1,0.17,20.2,0,2,2,1
671,1,5,6,7,7,1,6,1,0.258,15.3,1,1,1,1
658,1,5,6,8,4,2,2,0,0.238,18.5,3,1,1,1
658,1,5,6,2,3,0.67,2,0,0.154,21.3,0,2,2,1
658,1,5,6,8,5,1.6,2,0,0.217,11.8,1,0,0,1
658,1,5,6,10,6,1.67,4,3,0.237,12.5,3,3,3,1
658,1,5,2,4,7,0.57,0,0,0.347,12.6,3,1,1,0
658,1,5,2,8,7,1.14,2,0,0.225,15.2,0,2,2,0
658,1,5,2,4,7,0.57,0,0,0.16,15.8,0,3,3,0
658,1,5,2,2,7,0.29,4,1,0.128,21.6,1,0,0,0
625,2,2,5,34,27,1.26,7,2,0.243,13.4,1,1,1,0
625,2,2,5,16,29,0.55,12,1,0.221,10.5,3,0,0,0
625,2,2,5,20,28,0.71,11,1,0.19,14.0,3,4,4,0
625,2,2,5,20,26,0.77,12,1,0.199,12.8,3,3,3,0
625,2,2,12,29,24,1.21,8,0,0.252,13.3,3,3,3,1
625,2,2,12,26,24,1.08,6,0,0.233,11.4,3,0,0,1
625,2,2,12,30,21,1.43,10,0,0.263,16.0,1,4,4,1
625,2,2,12,25,21,1.19,17,3,0.23,12.9,3,1,1,1
624,2,2,11,27,22,1.23,13,1,0.222,13.5,3,4,4,1
624,2,2,11,31,24,1.29,17,2,0.273,20.3,1,2,2,1
624,2,2,11,21,27,0.78,14,3,0.217,13.6,3,0,0,1
624,2,2,11,30,23,1.3,7,2,0.241,13.5,3,3,3,1
624,2,2,0,26,30,0.87,10,1,0.259,13.3,3,1,1,0
624,2,2,0,23,29,0.79,9,2,0.218,13.6,1,4,4,0
624,2,2,0,20,27,0.74,7,0,0.208,14.2,3,2,2,0
624,2,2,0,26,24,1.08,8,1,0.203,11.7,3,0,0,0
774,0,1,247,29,32,0.91,6,2,0.206,22.8,0,1,1,0
774,0,1,247,24,26,0.92,18,0,0.176,12.9,1,0,0,0
774,0,1,247,27,33,0.82,8,2,0.228,16.8,1,2,2,0
774,0,1,247,34,29,1.17,7,1,0.226,18.7,1,3,3,0
774,0,1,250,31,28,1.11,13,5,0.215,13.7,1,3,3,1
774,0,1,250,34,36,0.94,10,2,0.255,15.9,1,0,0,1
774,0,1,250,31,23,1.35,6,1,0.221,16.8,0,2,2,1
774,0,1,250,24,27,0.89,11,4,0.217,17.7,1,1,1,1
602,0,1,250,22,19,1.16,6,1,0.217,17.1,1,1,1,1
602,0,1,250,30,22,1.36,8,0,0.241,21.9,0,2,2,1
602,0,1,250,31,23,1.35,7,3,0.245,19.2,1,0,0,1
602,0,1,250,23,26,0.88,7,1,0.249,11.8,3,3,3,1
602,0,1,163,22,29,0.76,8,0,0.242,16.1,1,1,1,0
602,0,1,163,20,26,0.77,8,0,0.238,20.1,0,2,2,0
602,0,1,163,26,24,1.08,7,1,0.201,13.2,1,3,3,0
602,0,1,163,22,27,0.81,9,0,0.207,12.2,1,0,0,0
726,0,0,212,25,26,0.96,9,2,0.225,15.4,0,1,1,0
726,0,0,212,27,28,0.96,6,3,0.223,19.7,1,2,2,0
726,0,0,212,17,24,0.71,6,2,0.184,13.7,1,0,0,0
726,0,0,212,30,25,1.2,5,3,0.26,15.0,1,3,3,0
726,0,0,250,33,25,1.32,8,1,0.253,15.1,1,0,0,1
726,0,0,250,26,25,1.04,15,1,0.211,11.2,1,1,1,1
726,0,0,250,19,24,0.79,9,1,0.104,15.6,1,2,2,1
726,0,0,250,25,25,1,10,4,0.217,22.8,0,3,3,1
503,0,0,148,11,23,0.48,2,0,0.19,18.1,0,2,2,0
503,0,0,148,14,23,0.61,7,0,0.204,17.2,1,0,0,0
503,0,0,148,15,22,0.68,5,0,0.198,15.2,0,3,3,0
503,0,0,148,18,20,0.9,5,1,0.242,14.5,1,1,1,0
503,0,0,250,20,16,1.25,6,0,0.239,14.2,1,2,2,1
503,0,0,250,26,11,2.36,3,0,0.297,24.7,0,1,1,1
503,0,0,250,18,19,0.95,4,0,0.225,13.4,1,0,0,1
503,0,0,250,24,12,2,7,4,0.245,18.7,1,3,3,1
778,1,5,4,9,9,1,3,0,0.237,15.4,1,1,1,0
778,1,5,4,7,7,1,3,0,0.239,21.9,1,2,2,0
778,1,5,4,10,7,1.43,3,0,0.216,15.2,1,0,0,0
778,1,5,4,6,8,0.75,2,0,0.189,11.0,3,3,3,0
778,1,5,6,7,9,0.78,3,0,0.217,11.7,1,0,0,1
778,1,5,6,16,6,2.67,2,0,0.234,12.8,3,1,1,1
778,1,5,6,5,7,0.71,5,1,0.11,11.1,0,2,2,1
778,1,5,6,3,10,0.3,1,1,0.139,16.6,0,3,3,1
806,1,5,4,9,9,1,2,0,0.236,13.6,1,2,2,0
806,1,5,4,3,8,0.38,1,0,0.147,21.4,1,0,0,0
806,1,5,4,10,6,1.67,2,0,0.227,9.9m,0,3,3,0
806,1,5,4,4,8,0.5,2,0,0.246,13.6,1,1,1,0
806,1,5,6,8,8,1,6,1,0.235,13.0,3,2,2,1
806,1,5,6,7,5,1.4,2,0,0.203,21.4,0,1,1,1
806,1,5,6,7,7,1,4,0,0.184,10.4,1,0,0,1
806,1,5,6,9,6,1.5,4,0,0.209,11.3,3,3,3,1
626,2,2,4,25,27,0.93,4,2,0.189,14.6,1,1,1,0
626,2,2,4,17,27,0.63,11,2,0.204,14.4,3,4,4,0
626,2,2,4,17,24,0.71,8,1,0.21,8.8m,3,0,0,0
626,2,2,4,25,22,1.14,6,3,0.264,10.3,3,3,3,0
626,2,2,7,28,21,1.33,10,3,0.233,11.1,3,0,0,1
626,2,2,7,22,23,0.96,7,1,0.232,11.7,3,1,1,1
626,2,2,7,22,18,1.22,12,0,0.119,11.4,3,4,4,1
626,2,2,7,28,22,1.27,6,2,0.234,16.4,1,2,2,1
626,2,2,3,16,32,0.5,1,1,0.198,11.9,3,4,4,0
626,2,2,3,20,32,0.62,13,0,0.208,14.4,1,0,0,0
626,2,2,3,22,33,0.67,8,1,0.221,12.1,3,2,2,0
626,2,2,3,22,31,0.71,6,1,0.241,14.7,3,1,1,0
626,2,2,15,34,19,1.79,9,0,0.283,15.2,3,4,4,1
626,2,2,15,33,18,1.83,8,2,0.247,17.5,1,1,1,1
626,2,2,15,22,25,0.88,18,0,0.193,14.2,3,0,0,1
626,2,2,15,39,18,2.17,14,0,0.253,11.8,3,2,2,1
643,0,0,213,15,28,0.54,8,3,0.187,17.0,0,1,1,0
643,0,0,213,18,20,0.9,14,1,0.2,20.1,0,0,0,0
643,0,0,213,22,25,0.88,3,3,0.2,14.3,1,3,3,0
643,0,0,213,12,24,0.5,6,0,0.179,14.9,1,2,2,0
643,0,0,250,26,12,2.17,7,2,0.194,17.2,1,3,3,1
643,0,0,250,22,17,1.29,6,1,0.174,11.1,1,1,1,1
643,0,0,250,26,18,1.44,14,1,0.285,18.8,0,0,0,1
643,0,0,250,23,20,1.15,9,2,0.184,19.0,0,2,2,1
579,0,0,250,22,20,1.1,6,2,0.255,23.4,0,0,0,1
579,0,0,250,17,17,1,13,0,0.171,14.7,1,2,2,1
579,0,0,250,16,20,0.8,7,0,0.138,17.2,1,3,3,1
579,0,0,250,26,18,1.44,5,1,0.218,13.4,1,1,1,1
579,0,0,194,18,23,0.78,6,1,0.224,14.0,1,3,3,0
579,0,0,194,14,19,0.74,5,1,0.2,20.8,0,2,2,0
579,0,0,194,22,22,1,6,1,0.324,22.3,0,1,1,0
579,0,0,194,21,17,1.24,7,0,0.283,19.4,0,0,0,0
571,1,5,6,2,3,0.67,3,0,0.098,13.8,1,1,1,1
571,1,5,6,8,4,2,1,0,0.256,17.9,0,0,0,1
571,1,5,6,13,3,4.33,1,0,0.274,20.1,3,3,3,1
571,1,5,6,7,5,1.4,2,0,0.232,12.2,1,2,2,1
571,1,5,2,7,6,1.17,1,0,0.211,15.5,3,3,3,0
571,1,5,2,4,8,0.5,2,1,0.262,10.0,3,1,1,0
571,1,5,2,1,8,0.12,3,0,0.175,30.8,0,0,0,0
571,1,5,2,3,8,0.38,1,0,0.213,6.9m,3,2,2,0
638,1,5,4,5,7,0.71,1,0,0.164,11.6,3,0,0,0
638,1,5,4,5,7,0.71,4,0,0.142,26.1,0,4,4,0
638,1,5,4,7,8,0.88,3,1,0.258,11.0,3,3,3,0
638,1,5,4,5,8,0.62,3,0,0.201,9.4m,3,1,1,0
638,1,5,6,8,6,1.33,4,0,0.228,10.5,3,3,3,1
638,1,5,6,5,5,1,0,2,0.148,17.4,1,2,2,1
638,1,5,6,8,5,1.6,3,0,0.264,18.2,0,1,1,1
638,1,5,6,7,6,1.17,3,0,0.261,14.6,0,0,0,1
625,2,2,7,17,27,0.63,11,0,0.196,13.7,3,1,1,0
625,2,2,7,31,23,1.35,5,2,0.243,13.0,1,0,0,0
625,2,2,7,25,25,1,7,2,0.254,11.9,3,4,4,0
625,2,2,7,25,25,1,10,3,0.242,11.8,3,2,2,0
625,2,2,8,18,28,0.64,9,0,0.223,10.7,3,3,3,1
625,2,2,8,29,25,1.16,6,0,0.246,12.3,3,1,1,1
625,2,2,8,35,23,1.52,10,5,0.259,15.9,1,0,0,1
625,2,2,8,18,22,0.82,10,1,0.23,12.8,3,4,4,1
625,2,2,1,24,25,0.96,6,2,0.262,13.9,3,0,0,0
625,2,2,1,26,24,1.08,5,1,0.212,13.1,3,4,4,0
625,2,2,1,21,30,0.7,3,0,0.218,13.1,1,2,2,0
625,2,2,1,19,30,0.63,1,0,0.222,10.9,3,1,1,0
625,2,2,13,27,23,1.17,12,2,0.218,12.4,3,2,2,1
625,2,2,13,26,22,1.18,15,1,0.251,13.4,3,4,4,1
625,2,2,13,28,23,1.22,6,2,0.247,11.3,3,1,1,1
625,2,2,13,28,24,1.17,7,4,0.281,15.0,1,0,0,1
783,0,1,229,28,34,0.82,10,2,0.187,14.7,1,1,1,0
783,0,1,229,35,31,1.13,12,0,0.295,21.5,0,0,0,0
783,0,1,229,40,31,1.29,10,3,0.267,13.7,3,3,3,0
783,0,1,229,24,33,0.73,10,2,0.226,14.2,1,2,2,0
783,0,1,233,39,30,1.3,11,0,0.293,13.6,3,3,3,1
783,0,1,233,34,39,0.87,13,2,0.191,12.1,3,1,1,1
783,0,1,233,33,27,1.22,16,2,0.237,16.5,0,0,0,1
783,0,1,233,23,31,0.74,14,0,0.188,11.7,1,2,2,1
592,0,1,144,17,27,0.63,6,0,0.216,18.4,0,0,0,0
592,0,1,144,22,25,0.88,5,1,0.207,17.9,1,2,2,0
592,0,1,144,26,28,0.93,4,0,0.224,18.9,1,3,3,0
592,0,1,144,23,27,0.85,8,1,0.195,14.9,1,1,1,0
592,0,1,250,27,24,1.12,8,1,0.207,14.7,1,3,3,1
592,0,1,250,20,20,1,13,1,0.208,21.0,1,2,2,1
592,0,1,250,32,24,1.33,10,3,0.251,15.3,1,1,1,1
592,0,1,250,28,20,1.4,5,1,0.268,25.8,0,0,0,1
676,0,0,250,19,23,0.83,7,2,0.179,20.0,0,0,0,1
676,0,0,250,20,18,1.11,6,0,0.199,15.4,1,1,1,1
676,0,0,250,26,24,1.08,5,2,0.222,17.8,0,3,3,1
676,0,0,250,17,23,0.74,7,1,0.185,15.6,0,2,2,1
676,0,0,237,25,13,1.92,5,0,0.228,22.2,0,3,3,0
676,0,0,237,24,24,1,5,4,0.218,12.8,1,0,0,0
676,0,0,237,19,23,0.83,7,1,0.169,24.3,0,2,2,0
676,0,0,237,20,22,0.91,10,0,0.248,15.5,1,1,1,0
651,0,0,213,23,24,0.96,8,1,0.221,12.7,1,2,2,0
651,0,0,213,25,22,1.14,4,1,0.212,19.6,0,3,3,0
651,0,0,213,16,29,0.55,7,1,0.224,18.1,1,0,0,0
651,0,0,213,22,22,1,8,1,0.171,20.8,0,1,1,0
651,0,0,250,26,20,1.3,7,0,0.249,20.4,0,0,0,1
651,0,0,250,23,21,1.1,9,3,0.214,17.0,0,1,1,1
651,0,0,250,29,22,1.32,5,4,0.235,12.2,1,3,3,1
651,0,0,250,19,23,0.83,10,0,0.203,18.1,1,2,2,1
542,1,5,1,7,6,1.17,0,2,0.154,11.2,3,0,0,0
542,1,5,1,1,6,0.17,1,0,0.128,17.7,3,1,1,0
542,1,5,1,1,6,0.17,1,1,0.212,36.8,3,3,3,0
542,1,5,1,5,7,0.71,2,1,0.283,15.2,0,2,2,0
542,1,5,6,5,3,1.67,1,0,0.209,19.6,0,3,3,1
542,1,5,6,3,3,1,2,1,0.148,4.9m,3,0,0,1
542,1,5,6,8,4,2,5,0,0.254,21.1,1,2,2,1
542,1,5,6,9,5,1.8,1,1,0.259,11.4,1,1,1,1
649,1,5,6,4,7,0.57,4,1,0.182,10.7,1,2,2,1
649,1,5,6,9,7,1.29,3,0,0.244,22.5,0,3,3,1
649,1,5,6,6,8,0.75,2,0,0.175,11.5,3,0,0,1
649,1,5,6,13,3,4.33,1,1,0.15,16.9,0,1,1,1
649,1,5,3,4,9,0.44,1,0,0.207,8.6m,3,2,2,0
649,1,5,3,5,8,0.62,5,0,0.233,16.1,0,0,0,0
649,1,5,3,5,7,0.71,2,0,0.186,12.3,1,3,3,0
649,1,5,3,11,8,1.38,3,0,0.241,16.2,3,1,1,0
615,2,2,3,24,26,0.92,9,4,0.218,15.0,3,0,0,0
615,2,2,3,17,28,0.61,4,3,0.205,12.7,3,1,1,0
615,2,2,3,23,27,0.85,5,2,0.245,14.3,1,4,4,0
615,2,2,3,23,23,1,8,0,0.216,17.2,1,2,2,0
615,2,2,9,26,19,1.37,12,2,0.241,13.1,1,4,4,1
615,2,2,9,30,21,1.43,7,0,0.276,12.7,3,0,0,1
615,2,2,9,27,21,1.29,5,3,0.213,18.6,1,2,2,1
615,2,2,9,21,26,0.81,9,0,0.285,11.7,3,1,1,1
625,2,2,12,24,21,1.14,6,2,0.271,15.3,1,4,4,1
625,2,2,12,32,23,1.39,10,2,0.238,11.9,3,3,3,1
625,2,2,12,22,25,0.88,8,3,0.251,11.1,3,0,0,1
625,2,2,12,24,24,1,4,2,0.234,17.2,3,1,1,1
625,2,2,4,17,26,0.65,15,2,0.21,10.0,3,0,0,0
