Duration(s),Mode,Map,Kills,Deaths,Kills/Death,Assists,Headshots,Accuracy(%),Avg. Kill Dist.(m),Favorite Weapon,Favorite Rig,Favorite Trait,Win/Loss,Score
626,2,1,15,31,0.48,8,2,0.221,15.8,3,4,4,0,4
626,2,1,14,22,0.64,12,2,0.186,21,0,0,0,0,4
626,2,1,28,28,1,10,2,0.223,12.3,1,1,1,0,4
625,2,2,31,23,1.35,11,3,0.277,12.7,3,0,0,1,18
625,2,2,29,22,1.32,5,2,0.25,12.1,3,1,1,1,18
625,2,2,30,22,1.36,6,3,0.088,11.9,3,4,4,1,18
625,2,2,28,16,1.75,6,2,0.213,20.4,1,2,2,1,18
625,2,2,22,27,0.81,6,1,0.21,16.7,1,2,2,0,1
625,2,2,24,31,0.77,6,1,0.229,14.6,3,3,3,0,1
625,2,2,16,30,0.53,8,1,0.183,15.6,3,4,4,0,1
625,2,2,21,31,0.68,11,1,0.266,11.8,3,0,0,0,1
657,1,1,11,5,2.2,1,1,0.228,16,0,3,3,1,6
657,1,1,6,9,0.67,4,0,0.237,16,0,4,4,1,6
657,1,1,3,6,0.5,3,0,0.161,27.1,0,0,0,1,6
657,1,1,8,4,2,3,0,0.208,12.3,1,2,2,1,6
657,1,1,3,8,0.38,1,0,0.109,30,0,1,1,0,4
657,1,1,9,6,1.5,2,2,0.313,21.1,0,0,0,0,4
657,1,1,9,9,1,2,1,0.059,17.4,1,2,2,0,4
657,1,1,3,7,0.43,0,0,0.139,15.4,3,3,3,0,4
643,0,0,25,17,1.47,13,5,0.174,18.4,0,1,1,1,250
643,0,0,30,20,1.5,5,4,0.23,15.8,0,0,0,1,250
643,0,0,22,24,0.92,7,1,0.266,15.6,1,3,3,1,250
643,0,0,20,20,1,8,0,0.197,13.8,1,2,2,1,250
643,0,0,18,24,0.75,5,2,0.209,19.7,0,3,3,0,220
643,0,0,13,24,0.54,4,1,0.202,16.7,1,2,2,0,220
643,0,0,27,23,1.17,2,4,0.24,18,0,0,0,0,220
643,0,0,23,26,0.88,5,3,0.238,11.8,1,1,1,0,220
543,0,3,14,20,0.7,8,1,0.24,14.3,1,2,2,0,163
543,0,3,15,22,0.68,5,1,0.231,12.7,3,1,1,0,163
543,0,3,23,14,1.64,4,2,0.127,15.7,0,0,0,0,163
543,0,3,17,21,0.81,9,1,0.217,20.5,0,3,3,0,163
543,0,3,11,18,0.61,12,3,0.206,22.9,0,2,2,1,250
543,0,3,24,16,1.5,5,4,0.206,20,1,3,3,1,250
543,0,3,17,20,0.85,7,1,0.222,11,1,1,1,1,250
543,0,3,25,15,1.67,6,3,0.257,15.5,3,0,0,1,250
409,0,4,18,8,2.25,3,0,0.243,16.5,1,1,1,1,250
409,0,4,20,10,2,8,0,0.233,15.5,1,2,2,1,250
409,0,4,14,14,1,4,0,0.198,8.1,1,0,0,1,250
409,0,4,18,7,2.57,8,4,0.178,13.7,1,3,3,1,250
409,0,4,9,17,0.53,4,1,0.127,11.3,1,2,2,0,49
409,0,4,12,17,0.71,1,1,0.199,12.4,3,1,1,0,49
409,0,4,8,17,0.47,6,1,0.178,13.5,3,0,0,0,49
409,0,4,10,19,0.53,5,0,0.239,15,3,3,3,0,49
625,2,2,24,25,0.96,12,3,0.286,8.9,3,3,3,1,8
625,2,2,25,25,1,16,3,0.218,11.7,3,1,1,1,8
625,2,2,32,25,1.28,11,1,0.295,13.1,1,0,0,1,8
625,2,2,25,21,1.19,16,1,0.194,13.7,3,4,4,1,8
625,2,2,25,25,1,9,0,0.258,13.4,3,1,1,0,5
625,2,2,27,25,1.08,8,2,0.265,9.9,3,0,0,0,5
625,2,2,20,31,0.65,13,0,0.057,8.5,4,2,2,0,5
625,2,2,23,25,0.92,5,1,0.243,12.4,3,4,4,0,5
487,1,5,12,3,4,1,2,0.214,19.6,1,0,0,1,6
487,1,5,6,4,1.5,6,0,0.242,6.6,3,1,1,1,6
487,1,5,6,4,1.5,1,0,0.092,11.7,1,2,2,1,6
487,1,5,3,5,0.6,2,0,0.2,24.5,1,3,3,1,6
487,1,5,4,7,0.57,2,0,0.213,30.8,0,2,2,0,2
487,1,5,7,7,1,2,4,0.183,15.3,1,3,3,0,2
487,1,5,0,7,0,2,0,0.115,0,1,1,1,0,2
487,1,5,5,7,0.71,1,1,0.2,26.2,1,0,0,0,2
736,1,3,10,4,2.5,0,1,0.229,15.3,0,1,1,1,6
736,1,3,3,8,0.38,3,0,0.21,12.2,0,2,2,1,6
736,1,3,8,4,2,4,0,0.24,9.3,3,0,0,1,6
736,1,3,8,6,1.33,0,0,0.172,15.8,0,3,3,1,6
736,1,3,10,6,1.67,2,1,0.199,16.2,0,2,2,0,3
736,1,3,6,7,0.86,0,0,0.182,8.7,3,1,1,0,3
736,1,3,4,8,0.5,5,2,0.163,17.8,0,0,0,0,3
736,1,3,2,9,0.22,4,0,0.196,16.6,0,3,3,0,3
650,0,3,17,21,0.81,3,0,0.234,18,1,3,3,0,226
650,0,3,23,15,1.53,8,2,0.223,13,3,1,1,0,226
650,0,3,15,19,0.79,10,3,0.216,15,0,0,0,0,226
650,0,3,21,22,0.95,5,3,0.223,16.6,1,2,2,0,226
650,0,3,17,22,0.77,8,3,0.179,18.3,0,1,1,1,250
650,0,3,15,14,1.07,4,1,0.271,15.8,0,0,0,1,250
650,0,3,26,23,1.13,6,1,0.06,14.6,1,2,2,1,250
650,0,3,18,17,1.06,7,0,0.209,11.8,3,3,3,1,250
449,0,3,12,18,0.67,4,2,0.24,21.6,0,3,3,0,81
449,0,3,9,19,0.47,7,0,0.187,23.3,0,2,2,0,81
449,0,3,11,18,0.61,7,0,0.187,16.9,1,0,0,0,81
449,0,3,10,14,0.71,3,1,0.169,10.1,3,1,1,0,81
449,0,3,22,12,1.83,7,2,0.266,13.5,1,3,3,1,250
449,0,3,15,11,1.36,2,1,0.22,20.8,0,2,2,1,250
449,0,3,19,11,1.73,2,1,0.214,17.3,1,1,1,1,250
449,0,3,13,8,1.62,5,1,0.217,27.9,0,0,0,1,250
625,2,1,19,24,0.79,9,0,0.242,24.9,0,1,1,1,13
625,2,1,25,21,1.19,8,2,0.249,13.3,1,4,4,1,13
625,2,1,27,19,1.42,8,2,0.264,14.5,1,0,0,1,13
625,2,1,37,17,2.18,8,1,0.29,12.8,3,3,3,1,13
625,2,1,18,26,0.69,13,3,0.206,16.7,0,4,4,0,0
625,2,1,28,28,1,4,4,0.24,12.6,3,1,1,0,0
625,2,1,19,24,0.79,9,1,0.202,19.1,1,0,0,0,0
625,2,1,16,30,0.53,5,2,0.219,16,1,3,3,0,0
471,1,5,7,3,2.33,0,1,0.189,15.9,0,3,3,1,6
471,1,5,9,3,3,3,0,0.19,7.8,3,1,1,1,6
471,1,5,3,6,0.5,3,0,0.289,22.9,0,0,0,1,6
471,1,5,5,2,2.5,1,0,0.266,14.1,1,2,2,1,6
471,1,5,2,6,0.33,0,0,0.153,15.2,0,1,1,0,1
471,1,5,8,6,1.33,1,1,0.243,12.9,0,0,0,0,1
471,1,5,2,5,0.4,1,0,0.018,7.7,1,2,2,0,1
471,1,5,2,7,0.29,3,1,0.274,11.5,3,3,3,0,1
636,1,5,4,7,0.57,0,0,0.328,11.4,1,3,3,0,2
636,1,5,3,7,0.43,0,0,0.195,15.2,0,2,2,0,2
636,1,5,4,7,0.57,3,0,0.158,11.3,1,0,0,0,2
636,1,5,6,8,0.75,0,0,0.205,8.6,3,1,1,0,2
636,1,5,8,5,1.6,5,0,0.232,12.9,3,3,3,1,6
636,1,5,2,6,0.33,1,0,0.138,7.1,1,2,2,1,6
636,1,5,9,3,3,1,0,0.234,18,0,1,1,1,6
636,1,5,10,3,3.33,5,1,0.318,11.8,0,0,0,1,6
485,0,3,12,20,0.6,3,0,0.207,19.4,0,0,0,0,96
485,0,3,16,19,0.84,4,0,0.22,19.4,0,2,2,0,96
485,0,3,15,19,0.79,3,0,0.182,12.6,1,3,3,0,96
485,0,3,6,20,0.3,4,1,0.169,13.4,3,1,1,0,96
485,0,3,27,11,2.45,3,4,0.256,16.1,1,2,2,1,250
485,0,3,19,11,1.73,7,1,0.281,19.8,0,1,1,1,250
485,0,3,16,14,1.14,5,2,0.182,19.8,1,0,0,1,250
485,0,3,15,13,1.15,6,0,0.249,11.5,3,3,3,1,250
626,2,6,23,30,0.77,11,2,0.209,14.9,1,4,4,0,4
626,2,6,25,25,1,8,2,0.256,18.6,0,2,2,0,4
626,2,6,15,27,0.56,11,0,0.174,18.4,1,0,0,0,4
626,2,6,23,29,0.79,7,0,0.247,11.8,3,1,1,0,4
626,2,6,32,20,1.6,7,2,0.207,13.6,3,2,2,1,15
626,2,6,20,23,0.87,9,1,0.261,13.5,1,4,4,1,15
626,2,6,25,23,1.09,8,1,0.279,15.7,3,1,1,1,15
626,2,6,34,20,1.7,9,1,0.296,20.5,0,0,0,1,15
782,1,5,10,6,1.67,1,0,0.206,12.1,3,0,0,0,5
782,1,5,8,7,1.14,2,1,0.215,23.6,1,4,4,0,5
782,1,5,8,9,0.89,5,1,0.234,16,1,3,3,0,5
782,1,5,4,8,0.5,3,1,0.166,12.9,3,1,1,0,5
782,1,5,8,7,1.14,3,0,0.192,16.2,3,2,2,1,6
782,1,5,7,7,1,2,1,0.213,19.8,0,1,1,1,6
782,1,5,7,9,0.78,5,1,0.199,12.9,1,0,0,1,6
782,1,5,8,7,1.14,2,0,0.245,10,3,3,3,1,6
590,0,3,20,20,1,7,3,0.219,16,1,2,2,1,250
590,0,3,19,14,1.36,11,3,0.168,14.8,1,0,0,1,250
590,0,3,26,17,1.53,8,3,0.217,15.5,0,3,3,1,250
590,0,3,20,17,1.18,5,1,0.233,13.4,1,1,1,1,250
590,0,3,18,24,0.75,4,2,0.213,14.2,1,0,0,0,166
590,0,3,18,23,0.78,11,0,0.236,13.2,1,1,1,0,166
590,0,3,19,19,1,5,2,0.196,18.8,1,3,3,0,166
590,0,3,13,19,0.68,5,1,0.132,19.5,0,2,2,0,166
625,2,6,26,27,0.96,9,2,0.247,18,1,0,0,0,2
625,2,6,19,29,0.66,4,1,0.17,21.6,0,4,4,0,2
625,2,6,20,30,0.67,11,0,0.188,15.6,1,2,2,0,2
625,2,6,22,31,0.71,12,2,0.254,12.6,3,1,1,0,2
625,2,6,23,23,1,6,2,0.24,19.3,3,4,4,1,11
625,2,6,43,18,2.39,10,2,0.285,21.9,0,1,1,1,11
625,2,6,26,24,1.08,12,1,0.227,15.9,1,0,0,1,11
625,2,6,25,22,1.14,9,2,0.273,14.6,3,2,2,1,11
612,0,3,15,23,0.65,5,2,0.221,14.8,3,1,1,0,142
612,0,3,17,26,0.65,11,1,0.226,15.4,1,0,0,0,142
612,0,3,14,23,0.61,7,1,0.182,23.4,0,2,2,0,142
612,0,3,22,19,1.16,3,0,0.231,12.6,1,3,3,0,142
612,0,3,21,16,1.31,7,1,0.185,15.8,1,0,0,1,250
612,0,3,25,16,1.56,8,3,0.251,23.8,0,1,1,1,250
612,0,3,19,15,1.27,7,1,0.251,14.9,1,2,2,1,250
612,0,3,26,21,1.24,9,2,0.272,15.8,1,3,3,1,250
470,0,0,15,19,0.79,4,0,0.233,15.4,1,2,2,1,250
470,0,0,24,13,1.85,10,0,0.227,18.2,0,3,3,1,250
470,0,0,27,13,2.08,4,4,0.254,17.5,1,0,0,1,250
470,0,0,16,11,1.45,6,1,0.2,21.5,0,1,1,1,250
470,0,0,15,21,0.71,2,0,0.166,19.5,0,2,2,0,97
470,0,0,7,21,0.33,3,1,0.192,17.2,0,1,1,0,97
470,0,0,14,21,0.67,2,2,0.237,16.1,0,0,0,0,97
470,0,0,20,19,1.05,2,3,0.315,15.6,0,3,3,0,97
732,1,5,8,9,0.89,0,1,0.245,13.5,1,2,2,0,4
732,1,5,4,8,0.5,5,1,0.168,13.1,1,0,0,0,4
732,1,5,5,8,0.62,2,0,0.222,13.2,0,3,3,0,4
732,1,5,9,8,1.12,0,2,0.287,9.4,1,1,1,0,4
732,1,5,13,6,2.17,1,0,0.257,9.1,1,0,0,1,6
732,1,5,3,9,0.33,3,0,0.169,8.8,1,1,1,1,6
732,1,5,15,5,3,2,1,0.236,12,1,3,3,1,6
732,1,5,2,6,0.33,3,0,0.226,12.4,0,4,4,1,6
722,1,5,15,6,2.5,3,0,0.225,11.4,3,1,1,1,6
722,1,5,10,5,2,6,0,0.251,15.4,1,0,0,1,6
722,1,5,3,7,0.43,2,0,0.149,19.7,0,2,2,1,6
722,1,5,4,9,0.44,5,1,0.15,8.5,3,3,3,1,6
722,1,5,8,8,1,3,0,0.179,18.1,0,0,0,0,4
722,1,5,6,8,0.75,3,0,0.183,20.1,0,1,1,0,4
722,1,5,8,8,1,3,2,0.174,12.4,1,2,2,0,4
722,1,5,5,9,0.56,1,1,0.25,7.1,3,3,3,0,4
615,2,6,18,27,0.67,10,0,0.156,9.7,1,4,4,0,4
615,2,6,15,25,0.6,14,1,0.173,16.7,1,0,0,0,4
615,2,6,28,26,1.08,5,0,0.215,14.8,0,3,3,0,4
615,2,6,28,24,1.17,12,2,0.22,13.4,1,1,1,0,4
615,2,6,23,26,0.88,11,2,0.283,11,3,0,0,1,13
615,2,6,28,22,1.27,6,0,0.251,15,1,1,1,1,13
615,2,6,28,22,1.27,4,2,0.23,12.1,1,3,3,1,13
615,2,6,23,19,1.21,3,0,0.178,20,0,4,4,1,13
833,1,1,6,6,1,2,0,0.266,11,1,2,2,1,6
833,1,1,9,7,1.29,1,1,0.222,16.7,0,3,3,1,6
833,1,1,7,8,0.88,0,1,0.261,16.4,1,0,0,1,6
833,1,1,8,9,0.89,2,1,0.213,13.6,1,1,1,1,6
833,1,1,8,8,1,4,0,0.219,22.2,0,2,2,0,5
833,1,1,8,8,1,1,1,0.223,28.9,0,1,1,0,5
833,1,1,7,7,1,0,0,0.209,13.5,0,0,0,0,5
833,1,1,7,8,0.88,0,0,0.23,16.4,1,3,3,0,5
666,0,3,24,24,1,8,2,0.246,15.7,0,0,0,0,241
666,0,3,24,19,1.26,5,2,0.258,22.3,0,1,1,0,241
666,0,3,24,20,1.2,7,2,0.254,12,1,3,3,0,241
666,0,3,13,24,0.54,9,1,0.172,14.2,1,2,2,0,241
666,0,3,22,19,1.16,9,1,0.245,17.5,0,1,1,1,250
666,0,3,17,22,0.77,6,2,0.191,19.3,1,0,0,1,250
666,0,3,25,26,0.96,9,1,0.217,15.5,1,2,2,1,250
666,0,3,23,19,1.21,4,2,0.228,12.4,1,3,3,1,250
615,2,6,24,28,0.86,7,2,0.228,11.1,3,1,1,0,4
615,2,6,20,26,0.77,9,1,0.271,15.7,1,0,0,0,4
615,2,6,20,23,0.87,6,0,0.235,19.6,0,4,4,0,4
615,2,6,21,29,0.72,5,2,0.224,14.2,1,3,3,0,4
615,2,6,28,18,1.56,8,3,0.245,14.7,1,0,0,1,12
615,2,6,24,21,1.14,8,0,0.235,21,0,1,1,1,12
615,2,6,29,24,1.21,4,3,0.257,15.1,1,4,4,1,12
615,2,6,25,22,1.14,6,0,0.281,15.1,3,3,3,1,12
626,2,2,32,21,1.52,9,0,0.253,16,1,4,4,1,13
626,2,2,20,21,0.95,12,1,0.24,13.5,3,3,3,1,13
626,2,2,28,20,1.4,9,2,0.25,13,3,0,0,1,13
626,2,2,26,24,1.08,8,2,0.215,10.7,3,1,1,1,13
626,2,2,25,26,0.96,5,1,0.248,11.9,3,4,4,0,6
626,2,2,17,28,0.61,9,0,0.225,17.5,1,1,1,0,6
626,2,2,20,27,0.74,5,0,0.257,12.3,3,0,0,0,6
626,2,2,24,27,0.89,8,2,0.245,11.8,3,3,3,0,6
661,0,1,34,25,1.36,7,1,0.252,15.7,1,2,2,1,250
661,0,1,27,24,1.12,11,1,0.166,14.2,1,0,0,1,250
661,0,1,25,28,0.89,7,3,0.2,15.5,0,3,3,1,250
661,0,1,30,30,1,8,0,0.25,19.7,1,1,1,1,250
661,0,1,29,28,1.04,9,3,0.216,11.7,1,0,0,0,154
661,0,1,29,34,0.85,11,4,0.222,13.7,1,1,1,0,154
661,0,1,24,30,0.8,5,2,0.223,16.9,3,3,3,0,154
661,0,1,25,24,1.04,8,4,0.182,18.4,0,2,2,0,154
516,1,5,5,7,0.71,2,0,0.21,13,3,2,2,0,2
516,1,5,7,6,1.17,2,1,0.201,10.3,0,0,0,0,2
516,1,5,2,7,0.29,3,0,0.216,16.4,1,3,3,0,2
516,1,5,2,8,0.25,1,0,0.143,7.8,3,1,1,0,2
516,1,5,7,3,2.33,2,1,0.212,22.6,0,1,1,1,6
516,1,5,4,5,0.8,2,1,0.134,18.6,0,0,0,1,6
516,1,5,6,4,1.5,2,0,0.191,10.6,0,2,2,1,6
516,1,5,11,4,2.75,2,0,0.282,17.7,3,3,3,1,6
743,0,1,30,34,0.88,13,3,0.205,16.1,3,1,1,1,213
743,0,1,30,33,0.91,19,1,0.221,13.6,1,0,0,1,213
743,0,1,30,27,1.11,11,2,0.203,21.9,0,2,2,1,213
743,0,1,36,26,1.38,10,2,0.198,11.8,3,3,3,1,213
743,0,1,27,35,0.77,8,2,0.24,15.5,1,0,0,0,207
743,0,1,27,30,0.9,14,1,0.229,18.3,0,1,1,0,207
743,0,1,31,29,1.07,8,1,0.212,12.7,1,2,2,0,207
743,0,1,35,32,1.09,11,2,0.222,11.8,3,3,3,0,207
756,1,0,8,6,1.33,3,0,0.193,18.8,1,4,4,1,6
756,1,0,8,8,1,3,1,0.144,14.3,1,0,0,1,6
756,1,0,10,6,1.67,3,1,0.22,16,0,3,3,1,6
756,1,0,9,7,1.29,5,1,0.211,18.3,1,1,1,1,6
756,1,0,5,10,0.5,2,0,0.239,12.1,1,0,0,0,5
756,1,0,10,8,1.25,3,0,0.152,19,0,1,1,0,5
756,1,0,9,8,1.12,3,1,0.28,14.8,1,3,3,0,5
756,1,0,3,9,0.33,5,0,0.083,19.4,0,4,4,0,5
616,2,6,19,29,0.66,8,0,0.21,12,3,0,0,0,9
616,2,6,29,21,1.38,10,2,0.276,22.5,0,4,4,0,9
616,2,6,23,28,0.82,12,1,0.247,14,1,3,3,0,9
616,2,6,17,28,0.61,17,2,0.193,16.5,1,2,2,0,9
616,2,6,32,22,1.45,11,4,0.244,18.8,0,1,1,1,22
616,2,6,18,21,0.86,12,1,0.207,16.7,1,0,0,1,22
616,2,6,32,23,1.39,7,1,0.205,14.9,1,4,4,1,22
616,2,6,24,22,1.09,9,0,0.221,12,3,3,3,1,22
708,1,0,5,6,0.83,1,1,0.18,16.2,0,1,1,0,4
708,1,0,6,6,1,2,0,0.162,20,1,0,0,0,4
708,1,0,5,7,0.71,1,0,0.18,29.9,0,2,2,0,4
708,1,0,1,8,0.12,3,0,0.154,28.7,1,3,3,0,4
708,1,0,7,4,1.75,1,1,0.202,18.9,0,0,0,1,6
708,1,0,9,5,1.8,0,0,0.198,20.4,0,1,1,1,6
708,1,0,6,5,1.2,3,2,0.206,14.1,3,2,2,1,6
708,1,0,5,4,1.25,1,0,0.163,20.4,0,3,3,1,6
534,0,3,16,18,0.89,15,1,0.191,16.3,1,0,0,1,250
534,0,3,26,12,2.17,4,3,0.23,17.7,1,3,3,1,250
534,0,3,27,15,1.8,4,2,0.225,11.7,1,1,1,1,250
534,0,3,14,15,0.93,7,0,0.215,15.2,1,2,2,1,250
534,0,3,13,22,0.59,5,0,0.238,14.9,0,0,0,0,130
534,0,3,14,20,0.7,3,0,0.091,10.6,3,3,3,0,130
534,0,3,19,21,0.9,4,1,0.255,15.5,0,2,2,0,130
534,0,3,14,21,0.67,6,1,0.241,13.9,1,1,1,0,130
614,0,0,14,21,0.67,10,1,0.259,21.5,0,2,2,1,250
614,0,0,25,15,1.67,3,1,0.259,19.3,0,1,1,1,250
614,0,0,22,18,1.22,6,2,0.202,21.8,1,3,3,1,250
614,0,0,18,21,0.86,7,2,0.183,14.4,0,0,0,1,250
614,0,0,17,18,0.94,3,0,0.263,17.6,0,3,3,0,212
614,0,0,23,21,1.1,9,4,0.18,10.8,1,0,0,0,212
614,0,0,16,22,0.73,5,0,0.193,26.2,0,2,2,0,212
614,0,0,19,18,1.06,5,2,0.255,15.1,1,1,1,0,212
571,1,5,7,6,1.17,2,0,0.168,16.6,3,0,0,0,1
571,1,5,3,7,0.43,1,0,0.247,10.3,1,3,3,0,1
571,1,5,0,6,0,0,0,0.203,0,3,1,1,0,1
571,1,5,7,4,1.75,3,0,0.26,10.5,0,2,2,0,1
571,1,5,4,5,0.8,4,1,0.174,8.4,1,0,0,1,6
571,1,5,6,3,2,1,0,0.14,9.7,3,3,3,1,6
571,1,5,6,4,1.5,3,1,0.212,14,1,2,2,1,6
571,1,5,7,5,1.4,2,0,0.245,13.6,1,1,1,1,6
762,1,1,6,8,0.75,1,0,0.248,24.9,0,2,2,0,5
762,1,1,5,9,0.56,4,0,0.285,11.7,1,1,1,0,5
762,1,1,8,10,0.8,2,1,0.189,13.7,1,4,4,0,5
762,1,1,12,7,1.71,4,2,0.186,16.1,1,0,0,0,5
762,1,1,4,7,0.57,2,0,0.233,18.2,0,3,3,1,6
762,1,1,6,10,0.6,5,0,0.208,20.7,1,0,0,1,6
762,1,1,12,6,2,1,3,0.29,30.6,2,2,2,1,6
762,1,1,12,8,1.5,4,0,0.268,14.7,1,1,1,1,6
625,2,6,20,24,0.83,11,0,0.197,10.4,3,0,0,1,6
625,2,6,25,21,1.19,3,1,0.23,14.7,1,4,4,1,6
625,2,6,32,24,1.33,7,2,0.272,11,3,1,1,1,6
625,2,6,23,22,1.05,6,3,0.243,21,0,2,2,1,6
625,2,6,17,27,0.63,12,0,0.229,13.4,0,4,4,0,5
625,2,6,24,25,0.96,7,2,0.089,11.9,3,3,3,0,5
625,2,6,22,25,0.88,7,1,0.241,17.1,1,1,1,0,5
625,2,6,28,23,1.22,9,4,0.27,12.7,1,0,0,0,5
606,0,1,23,29,0.79,9,0,0.21,17.4,1,0,0,0,138
606,0,1,29,24,1.21,8,1,0.211,17.8,1,3,3,0,138
606,0,1,15,29,0.52,8,0,0.194,11.7,3,1,1,0,138
606,0,1,20,24,0.83,8,2,0.228,20.2,1,2,2,0,138
606,0,1,23,22,1.05,11,1,0.228,16.8,1,0,0,1,250
606,0,1,29,23,1.26,4,2,0.098,10.3,3,3,3,1,250
606,0,1,25,22,1.14,8,1,0.241,18.7,0,2,2,1,250
606,0,1,29,20,1.45,9,2,0.234,12.3,1,1,1,1,250
829,2,2,31,29,1.07,11,2,0.238,13.1,1,2,2,1,4
829,2,2,32,26,1.23,13,1,0.221,13.8,3,1,1,1,4
829,2,2,29,28,1.04,18,2,0.233,12.4,3,4,4,1,4
829,2,2,34,30,1.13,9,2,0.238,13.6,3,0,0,1,4
829,2,2,25,35,0.71,11,0,0.194,11.5,3,2,2,0,2
829,2,2,33,30,1.1,15,2,0.227,10.4,3,0,0,0,2
829,2,2,29,31,0.94,13,3,0.231,12.5,1,4,4,0,2
829,2,2,26,30,0.87,14,0,0.257,12.5,3,1,1,0,2
508,0,3,18,18,1,10,2,0.261,23.4,0,2,2,1,250
508,0,3,15,15,1,8,2,0.221,19.4,0,1,1,1,250
508,0,3,25,18,1.39,9,0,0.268,16.7,1,3,3,1,250
508,0,3,19,13,1.46,6,0,0.209,19.7,0,0,0,1,250
508,0,3,19,18,1.06,5,3,0.216,19,0,3,3,0,119
508,0,3,17,18,0.94,2,2,0.189,12.1,1,0,0,0,119
508,0,3,12,24,0.5,8,2,0.236,18.6,0,2,2,0,119
508,0,3,16,17,0.94,6,2,0.266,16,1,1,1,0,119
772,1,0,9,6,1.5,2,1,0.212,15.4,0,0,0,1,6
772,1,0,9,8,1.12,4,0,0.163,18.2,1,3,3,1,6
772,1,0,3,7,0.43,2,0,0.25,13.5,3,1,1,1,6
772,1,0,9,7,1.29,4,1,0.228,17.4,1,2,2,1,6
772,1,0,8,8,1,2,0,0.192,21.5,0,0,0,0,4
772,1,0,4,9,0.44,2,0,0.064,9.1,3,3,3,0,4
772,1,0,6,8,0.75,2,0,0.221,17,1,2,2,0,4
772,1,0,9,5,1.8,1,0,0.22,12.9,0,1,1,0,4
447,0,0,13,18,0.72,4,0,0.211,14.7,1,0,0,0,101
447,0,0,16,17,0.94,4,1,0.213,21.8,0,2,2,0,101
447,0,0,14,16,0.88,1,1,0.199,15.9,1,1,1,0,101
447,0,0,6,21,0.29,3,1,0.183,11.1,1,3,3,0,101
447,0,0,17,12,1.42,4,1,0.209,20.9,0,1,1,1,250
447,0,0,20,10,2,5,0,0.238,23.5,0,2,2,1,250
447,0,0,16,15,1.07,6,1,0.243,17.2,0,0,0,1,250
447,0,0,19,12,1.58,2,1,0.288,15.3,1,3,3,1,250
529,0,0,11,21,0.52,4,0,0.198,14.4,1,2,2,0,168
529,0,0,16,18,0.89,6,2,0.215,22.2,0,0,0,0,168
529,0,0,12,20,0.6,6,1,0.197,24.1,0,3,3,0,168
529,0,0,19,15,1.27,3,3,0.196,13.7,1,1,1,0,168
529,0,0,12,17,0.71,10,0,0.215,16.7,0,3,3,1,250
529,0,0,19,15,1.27,5,1,0.256,13.4,1,0,0,1,250
529,0,0,22,15,1.47,8,1,0.202,24.2,0,2,2,1,250
529,0,0,21,11,1.91,3,1,0.257,20.8,0,1,1,1,250
557,0,3,16,14,1.14,3,0,0.255,16.1,1,1,1,1,250
557,0,3,14,17,0.82,2,0,0.2,19.6,0,2,2,1,250
557,0,3,20,19,1.05,8,2,0.201,14.8,1,3,3,1,250
557,0,3,19,12,1.58,4,2,0.198,18,1,0,0,1,250
557,0,3,20,16,1.25,5,2,0.229,24.2,0,2,2,0,161
557,0,3,13,18,0.72,9,2,0.158,16.2,1,0,0,0,161
557,0,3,11,17,0.65,6,1,0.185,12.7,3,3,3,0,161
557,0,3,18,18,1,4,2,0.234,14.4,1,1,1,0,161
571,0,3,21,19,1.11,7,3,0.209,15.6,3,2,2,0,156
571,0,3,16,22,0.73,6,2,0.208,14.1,1,1,1,0,156
571,0,3,14,21,0.67,10,1,0.244,14.9,1,0,0,0,156
571,0,3,18,18,1,5,1,0.222,17,0,3,3,0,156
571,0,3,19,18,1.06,8,0,0.243,15,1,0,0,1,250
571,0,3,23,13,1.77,6,1,0.246,13.3,3,1,1,1,250
571,0,3,15,23,0.65,5,1,0.232,16.9,1,3,3,1,250
571,0,3,23,15,1.53,4,1,0.249,20.5,0,2,2,1,250
409,1,1,2,6,0.33,0,0,0.195,31.2,0,0,0,0,0
409,1,1,2,6,0.33,0,0,0.164,16.2,0,2,2,0,0
409,1,1,2,5,0.4,0,0,0.294,20.4,0,1,1,0,0
409,1,1,1,6,0.17,0,1,0.137,31.9,1,3,3,0,0
409,1,1,4,5,0.8,2,0,0.192,6,1,1,1,1,6
409,1,1,4,1,4,2,0,0.259,36.3,2,2,2,1,6
409,1,1,5,1,5,2,1,0.23,17.5,1,0,0,1,6
409,1,1,10,1,10,1,0,0.292,15.6,3,3,3,1,6
549,1,5,8,5,1.6,1,0,0.263,14.9,3,1,1,1,6
549,1,5,5,5,1,2,0,0.228,13.8,1,2,2,1,6
549,1,5,9,4,2.25,3,1,0.19,19,0,3,3,1,6
549,1,5,6,3,2,5,0,0.236,19,1,0,0,1,6
549,1,5,6,8,0.75,3,0,0.193,16.2,0,4,4,0,2
549,1,5,1,7,0.14,2,0,0.184,23.2,1,0,0,0,2
549,1,5,9,6,1.5,1,2,0.265,8.1,3,3,3,0,2
549,1,5,1,7,0.14,1,0,0.137,8.7,1,1,1,0,2
748,1,1,8,4,2,0,0,0.341,13.4,3,2,2,1,6
748,1,1,4,6,0.67,3,0,0.215,15.7,0,0,0,1,6
748,1,1,8,6,1.33,3,0,0.263,16.7,0,3,3,1,6
748,1,1,7,6,1.17,2,0,0.265,15.2,0,1,1,1,6
